paths,rating,title
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_49_8.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_73_12.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_19_12.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_66_13.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_49_7.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_66_14.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_19_11.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_38_14.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_19_13.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_73_11.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_49_9.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_38_13.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_66_15.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_73_13.jpg,7.39,Isekai Tensei Soudouki
./data/isekai_tensei_soudouki/isekai_tensei_soudouki_38_15.jpg,7.39,Isekai Tensei Soudouki
./data/kaikan_phrase/kaikan_phrase_7_13.jpg,7.47,Kaikan♥Phrase
./data/kaikan_phrase/kaikan_phrase_7_11.jpg,7.47,Kaikan♥Phrase
./data/kaikan_phrase/kaikan_phrase_17_15.jpg,7.47,Kaikan♥Phrase
./data/kaikan_phrase/kaikan_phrase_17_17.jpg,7.47,Kaikan♥Phrase
