paths,rating,title
./data/berserk/berserk_370_8.jpg,9.47,Berserk
./data/berserk/berserk_370_9.jpg,9.47,Berserk
./data/berserk/berserk_370_10.jpg,9.47,Berserk
./data/berserk/berserk_22_102.jpg,9.47,Berserk
./data/berserk/berserk_22_103.jpg,9.47,Berserk
./data/berserk/berserk_22_104.jpg,9.47,Berserk
./data/berserk/berserk_10_113.jpg,9.47,Berserk
./data/berserk/berserk_10_114.jpg,9.47,Berserk
./data/berserk/berserk_10_115.jpg,9.47,Berserk
./data/grand_blue/grand_blue_41_66.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_41_67.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_41_68.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_47_26.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_47_27.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_47_28.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_6_20.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_6_21.jpg,9.03,Grand Blue
./data/grand_blue/grand_blue_6_22.jpg,9.03,Grand Blue
./data/uchuu_kyoudai/uchuu_kyoudai_283_9.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_283_10.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_283_11.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_25_10.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_25_11.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_25_12.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_241_8.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_241_9.jpg,8.78,Uchuu Kyoudai
./data/uchuu_kyoudai/uchuu_kyoudai_241_10.jpg,8.78,Uchuu Kyoudai
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_262_8.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_262_9.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_262_10.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_186_11.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_186_12.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_186_13.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_300_9.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_300_10.jpg,8.56,Diamond no Ace Act II
./data/diamond_no_ace_act_ii/diamond_no_ace_act_ii_300_11.jpg,8.56,Diamond no Ace Act II
./data/blue_lock/blue_lock_207_8.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_207_9.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_207_10.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_18_9.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_18_10.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_18_11.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_50_9.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_50_10.jpg,8.56,Blue Lock
./data/blue_lock/blue_lock_50_11.jpg,8.56,Blue Lock
./data/bakemonogatari/bakemonogatari_143_8.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_143_9.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_143_10.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_86_9.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_86_10.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_86_11.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_5_9.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_5_10.jpg,8.51,Bakemonogatari
./data/bakemonogatari/bakemonogatari_5_11.jpg,8.51,Bakemonogatari
./data/tower_of_god/tower_of_god_243_23.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_243_24.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_243_25.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_68_16.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_68_17.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_68_18.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_532_5.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_532_6.jpg,8.4,Tower of God
./data/tower_of_god/tower_of_god_532_7.jpg,8.4,Tower of God
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_5_110.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_5_111.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_5_112.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_6_108.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_6_109.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_6_110.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_4_105.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_4_106.jpg,8.4,Tobaku Hakairoku Kaiji
./data/tobaku_hakairoku_kaiji/tobaku_hakairoku_kaiji_4_107.jpg,8.4,Tobaku Hakairoku Kaiji
./data/xxxholic/xxxholic_119_7.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_119_8.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_119_9.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_108_7.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_108_8.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_108_9.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_147_5.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_147_6.jpg,8.38,xxxHOLiC
./data/xxxholic/xxxholic_147_7.jpg,8.38,xxxHOLiC
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_22_13.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_22_14.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_22_15.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_11_15.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_11_16.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_11_17.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_3_13.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_3_14.jpg,8.38,Boku dake ga Inai Machi
./data/boku_dake_ga_inai_machi/boku_dake_ga_inai_machi_3_15.jpg,8.38,Boku dake ga Inai Machi
./data/nichijou/nichijou_38_2.jpg,8.36,Nichijou
./data/nichijou/nichijou_38_3.jpg,8.36,Nichijou
./data/nichijou/nichijou_38_4.jpg,8.36,Nichijou
./data/nichijou/nichijou_88_2.jpg,8.36,Nichijou
./data/nichijou/nichijou_88_3.jpg,8.36,Nichijou
./data/nichijou/nichijou_88_4.jpg,8.36,Nichijou
./data/nichijou/nichijou_120_1.jpg,8.36,Nichijou
./data/nichijou/nichijou_120_2.jpg,8.36,Nichijou
./data/nichijou/nichijou_126_4.jpg,8.36,Nichijou
./data/touch/touch_19_88.jpg,8.34,Touch
./data/touch/touch_19_89.jpg,8.34,Touch
./data/touch/touch_19_90.jpg,8.34,Touch
./data/touch/touch_7_81.jpg,8.34,Touch
./data/touch/touch_7_82.jpg,8.34,Touch
./data/touch/touch_7_83.jpg,8.34,Touch
./data/touch/touch_18_91.jpg,8.34,Touch
./data/touch/touch_18_92.jpg,8.34,Touch
./data/touch/touch_18_93.jpg,8.34,Touch
./data/kuragehime/kuragehime_27_15.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_27_16.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_27_17.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_70_11.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_70_12.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_70_13.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_5_14.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_5_15.jpg,8.26,Kuragehime
./data/kuragehime/kuragehime_5_16.jpg,8.26,Kuragehime
./data/taiyou_no_ie/taiyou_no_ie_47_18.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_47_19.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_47_20.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_44_18.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_44_19.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_44_20.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_21_20.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_21_21.jpg,8.23,Taiyou no Ie
./data/taiyou_no_ie/taiyou_no_ie_21_22.jpg,8.23,Taiyou no Ie
./data/non_non_biyori/non_non_biyori_25_8.jpg,8.22,Non Non Biyori
./data/non_non_biyori/non_non_biyori_25_9.jpg,8.22,Non Non Biyori
./data/non_non_biyori/non_non_biyori_25_10.jpg,8.22,Non Non Biyori
./data/non_non_biyori/non_non_biyori_19_9.jpg,8.22,Non Non Biyori
./data/non_non_biyori/non_non_biyori_19_10.jpg,8.22,Non Non Biyori
./data/non_non_biyori/non_non_biyori_19_11.jpg,8.22,Non Non Biyori
./data/non_non_biyori/non_non_biyori_1_6.jpg,8.22,Non Non Biyori
